ip,hits
107.5.164.27,4
149.75.168.41,8
73.45.90.236,4
24.11.156.27,4
191.96.37.26,4
72.68.150.54,8
75.130.150.109,80
14.103.161.172,10
47.153.169.16,9
38.183.146.157,4
174.110.85.134,4
143.103.99.10,8
172.59.65.195,4
70.94.232.130,4
70.106.218.128,8
98.180.48.86,5
172.59.187.109,16
168.194.100.90,4
129.222.192.251,4
72.87.73.114,16
136.51.53.86,4
172.56.123.81,4
73.31.74.15,12
24.47.237.110,4
174.73.26.224,4
98.24.21.110,4
99.101.89.55,4
196.251.91.26,6
72.197.237.35,4
117.205.171.45,107
108.28.150.108,4
67.173.197.39,4
65.31.133.218,4
185.198.240.252,4
47.147.241.70,4
73.21.12.142,8
96.39.203.92,8
71.81.86.188,4
216.73.161.2,92
142.181.66.212,4
164.152.7.199,8
70.35.83.176,4
174.161.209.16,8
174.115.102.248,4
50.46.225.184,4
73.12.193.232,8
117.205.113.54,4
172.113.241.186,4
73.209.158.193,8
216.174.102.245,4
47.134.36.235,4
50.145.45.49,2
50.145.45.52,2
107.5.28.246,4
44.220.188.68,25
73.201.221.17,12
73.73.176.239,4
96.232.76.29,97
98.4.27.117,4
91.199.163.13,131
173.239.214.249,8
108.56.174.130,4
47.199.45.11,4
104.4.227.153,4
71.84.28.128,4
73.165.60.204,4
89.187.178.50,4
96.248.52.11,4
108.89.96.227,56
136.52.13.110,4
173.26.237.216,6
69.132.205.239,73
71.95.216.9,4
173.79.239.207,4
69.141.212.95,4
76.121.153.230,8
108.67.31.113,8
216.223.196.216,80
35.149.6.111,8
136.144.19.72,4
173.249.217.38,3
185.39.207.77,3
67.186.212.192,8
73.52.217.24,4
173.239.214.124,17
76.94.196.144,4
172.58.124.211,8
71.36.188.144,152
99.240.128.153,4
100.36.133.182,4
140.141.196.129,8
142.114.187.254,8
45.134.140.135,4
45.91.23.51,4
108.48.73.184,4
24.54.90.19,4
174.1.57.172,4
173.61.33.112,4
67.58.215.66,4
216.218.112.29,4
147.185.133.88,2
172.56.223.88,108
70.24.91.220,4
135.23.132.199,4
98.243.185.0,4
185.223.152.6,8
172.58.133.40,4
24.254.178.162,4
59.26.115.50,10
125.240.153.38,6
181.214.165.172,4
73.24.98.60,106
73.88.88.133,4
68.6.157.53,6
24.88.5.200,4
194.195.210.47,6
142.113.242.214,12
99.242.149.211,4
70.52.136.50,4
20.65.193.243,2
192.227.247.36,6
192.3.232.251,2
34.229.138.24,3
13.89.124.217,2
142.93.39.225,2
52.146.21.59,6
190.201.53.251,4
120.60.101.60,10
170.199.245.116,4
117.5.52.96,2
86.54.25.146,15
121.204.247.81,2
68.5.197.242,4
99.228.8.10,4
69.250.215.56,4
76.169.245.231,4
48.217.87.78,7
38.50.192.119,4
71.125.220.145,6
209.160.231.165,12
76.70.82.145,4
136.144.42.231,8
104.220.202.63,8
99.199.12.141,25
146.190.225.39,7
54.234.173.37,3
98.35.5.7,8
142.114.197.164,8
92.119.36.150,8
165.227.155.27,2
184.146.123.20,4
173.239.214.177,9
107.123.1.81,10
100.15.118.189,17
24.239.79.134,4
67.172.115.189,4
47.32.178.150,4
45.146.54.5,8
73.172.2.160,73
69.210.5.211,2
167.172.108.120,52
72.131.70.160,72
142.126.164.209,4
73.120.234.224,8
47.149.90.34,4
34.107.26.188,2
142.112.194.133,8
76.34.164.155,8
216.174.85.179,4
71.201.15.24,16
143.105.1.27,4
174.44.193.140,4
75.214.31.179,4
162.251.175.219,4
68.105.94.213,4
70.30.13.2,8
99.236.169.145,8
76.112.6.84,8
97.187.106.43,4
50.72.239.16,4
143.110.187.246,2
172.59.117.215,4
136.144.42.40,8
89.116.182.62,12
172.56.75.43,8
204.111.239.24,4
96.37.90.155,4
173.180.23.191,8
108.48.50.190,8
76.90.41.120,4
24.115.139.157,8
108.31.133.188,4
47.234.197.83,8
73.155.60.55,4
67.162.186.176,8
64.251.140.191,4
66.215.84.53,8
73.15.213.12,4
192.63.219.152,4
73.131.165.116,102
73.200.186.18,5
172.118.233.72,4
99.236.3.90,8
68.111.84.176,8
64.180.168.123,4
207.216.31.14,4
186.92.117.17,5
35.150.231.83,4
99.248.41.19,5
99.236.24.248,4
142.188.250.124,4
76.22.117.201,4
99.236.131.158,12
74.128.214.7,4
74.139.79.224,4
45.146.55.138,8
91.193.232.138,8
71.198.1.140,4
38.15.235.218,4
70.117.21.203,8
73.57.75.245,4
45.130.83.85,8
181.214.153.161,8
107.115.180.85,4
172.59.137.124,4
142.170.112.16,4
98.116.35.92,4
75.136.20.56,8
35.145.118.147,4
137.184.54.62,9
70.18.247.170,4
192.190.154.245,56
98.25.42.236,4
142.127.237.43,4
66.238.61.103,4
73.213.39.246,4
60.13.138.48,3
218.104.149.28,4
75.64.32.223,5
72.196.244.14,4
36.32.3.109,3
71.225.51.102,80
59.173.133.145,2
97.164.121.117,8
61.167.255.249,4
45.131.195.182,32
24.251.54.221,2
172.59.68.246,4
70.94.119.216,4
204.83.195.166,24
97.128.47.0,8
68.41.136.239,4
172.113.205.228,4
99.45.226.98,4
73.79.10.178,8
59.52.178.109,2
76.23.227.91,5
73.216.126.189,4
172.58.50.174,4
76.176.191.48,4
38.70.107.229,4
8.219.209.122,10
142.111.152.72,4
108.28.251.11,4
108.254.168.116,4
172.59.230.167,4
136.58.22.10,4
98.213.250.185,8
97.147.241.16,4
67.84.70.4,4
35.144.24.47,4
172.56.241.2,8
73.66.116.44,4
108.18.207.11,4
35.205.45.78,14
98.17.66.244,6
216.137.120.146,4
162.243.239.155,55
65.49.1.155,2
137.25.12.167,28
52.180.137.14,4
64.62.197.13,2
118.193.65.175,4
185.180.141.44,2
117.208.213.128,5
24.187.65.35,9
98.30.73.78,32
99.48.176.102,4
74.12.39.115,8
76.34.8.121,8
198.163.118.245,24
68.169.162.168,121
68.107.66.220,8
72.176.73.186,65
193.36.224.242,8
85.237.194.250,4
68.1.67.30,122
76.143.167.150,4
45.27.205.206,89
216.49.58.79,24
108.234.174.244,40
45.146.55.231,118
27.11.153.52,4
73.152.122.150,4
184.56.115.31,72
162.226.42.182,8
76.127.64.147,8
70.44.37.71,4
108.173.150.30,4
174.108.2.178,4
172.59.222.148,8
45.51.185.94,4
23.17.101.205,4
173.179.186.94,4
73.199.219.107,72
98.246.47.50,4
76.64.9.17,4
72.83.5.64,8
216.131.77.136,8
68.224.126.91,4
73.177.129.101,8
198.235.24.207,11
172.59.189.6,12
173.239.218.211,5
99.235.64.17,4
216.82.56.254,4
108.41.4.168,8
45.131.195.147,8
104.251.39.100,4
66.67.39.136,4
73.181.75.195,4
71.120.182.196,4
99.226.38.231,4
76.33.45.1,8
67.70.58.192,4
208.78.249.69,4
216.73.162.142,4
24.2.129.51,4
108.210.149.104,4
23.114.164.165,4
68.104.143.28,4
98.116.229.34,4
138.89.10.162,8
70.113.81.152,154
98.21.129.154,4
69.255.138.128,4
172.58.241.220,4
71.127.133.200,4
35.136.24.207,4
104.244.24.38,4
24.2.33.221,4
24.131.91.178,8
98.37.4.120,4
185.245.86.78,10
67.191.199.79,8
67.146.160.68,4
74.69.108.33,20
47.147.224.175,73
38.178.39.48,48
173.71.153.191,81
75.64.153.110,90
216.169.140.189,4
162.194.78.201,8
47.164.117.231,98
73.74.244.35,4
24.128.53.8,4
135.237.125.183,10
73.202.111.253,4
173.170.103.121,8
186.104.64.207,7
24.205.60.102,4
23.153.209.200,8
65.191.64.120,4
47.157.219.126,8
204.8.238.232,8
172.56.213.218,4
97.131.32.22,4
32.216.54.144,88
47.203.211.160,8
75.204.46.69,4
64.127.138.185,4
172.56.76.179,8
23.119.134.46,4
76.38.10.48,4
64.227.191.88,2
143.105.1.168,14
216.218.206.96,2
23.93.185.42,4
64.31.3.110,2
64.62.197.26,2
104.232.37.81,20
47.24.76.147,4
121.43.234.8,36
184.72.111.161,2
64.40.156.111,10
135.237.125.118,7
43.157.158.178,6
54.167.49.10,5
8.211.46.224,10
193.218.118.187,4
89.248.163.130,3496
43.255.167.101,2
203.34.49.18,14
170.78.157.201,2
43.157.53.115,9
149.88.25.207,8
188.225.173.123,10
178.34.151.36,27
159.65.85.253,37
117.209.0.95,2
150.242.36.1,2
23.226.57.250,2
154.207.55.93,2
150.242.37.128,2
150.242.37.61,2
103.100.68.13,2
154.215.2.205,2
103.137.78.137,2
156.224.80.120,2
103.135.144.147,2
150.242.37.80,2
103.199.100.62,2
154.221.2.190,2
103.134.146.178,2
103.158.36.130,2
103.135.146.17,2
150.242.39.171,2
103.134.147.238,2
103.134.144.2,2
45.159.57.61,2
103.199.101.44,2
23.235.176.72,2
43.157.181.189,5
103.185.158.114,2
168.76.123.102,2
154.221.2.163,2
150.242.37.248,2
103.100.68.223,2
103.134.146.95,2
154.215.2.238,2
23.235.176.197,2
103.134.144.50,2
103.134.147.172,2
23.226.57.20,2
103.185.158.87,2
89.116.158.124,76
103.231.86.26,2
150.242.39.118,2
103.137.77.162,2
150.242.36.154,2
150.242.36.106,2
154.221.3.145,2
154.215.3.230,2
194.113.66.158,2
188.212.133.230,2
45.159.58.53,2
188.212.133.163,2
188.212.133.182,2
64.62.197.55,4
103.134.147.75,4
154.221.3.215,2
103.134.147.27,2
103.137.78.155,2
23.235.165.97,2
103.134.147.8,2
103.134.145.204,2
103.135.144.42,2
45.159.56.87,2
103.199.100.69,2
150.242.38.197,2
122.96.28.233,3
1.24.16.215,2
183.160.194.185,3
175.19.75.211,2
219.143.174.153,2
125.82.242.246,4
64.227.32.66,7
180.167.46.169,3
139.162.141.82,2
150.242.36.87,2
188.212.133.0,2
168.76.123.207,2
103.134.145.120,2
156.234.0.127,2
23.235.165.222,2
146.190.41.238,8
168.76.123.188,2
150.242.37.18,2
108.39.67.40,2
154.215.2.8,2
154.221.3.188,2
45.159.57.79,2
103.185.159.139,2
35.203.210.171,5
154.221.2.170,2
103.185.159.112,2
103.231.85.51,2
103.231.86.131,2
103.135.147.187,2
150.242.37.143,2
103.231.86.179,2
154.215.3.0,2
103.231.86.112,2
152.32.150.215,2
23.226.54.45,2
103.134.146.197,2
45.159.57.63,2
103.134.146.101,2
103.134.147.67,2
103.134.146.34,2
23.226.57.122,2
103.134.146.53,2
103.137.77.180,2
150.242.37.223,2
45.159.57.36,2
103.185.158.94,2
103.134.144.230,2
38.150.93.112,2
154.221.2.241,2
47.251.92.199,9
103.134.144.145,2
23.226.57.247,2
156.234.0.213,2
156.234.0.232,2
150.242.39.43,2
156.224.80.152,2
168.76.123.25,2
45.159.56.105,2
154.212.135.33,2
103.185.158.165,2
154.221.2.214,2
103.231.85.137,2
154.215.2.26,2
103.134.145.222,4
103.185.158.138,2
103.231.85.204,2
45.159.56.88,2
103.135.146.212,2
150.242.39.168,2
23.226.176.70,2
103.199.101.76,2
154.221.3.195,4
103.231.85.156,2
162.216.150.145,5
103.185.159.119,2
23.226.54.147,2
103.134.145.60,2
103.135.147.205,2
45.159.56.61,2
103.134.145.127,2
154.221.2.11,2
103.134.144.0,2
150.242.36.249,2
103.134.145.79,2
103.134.146.92,2
23.248.217.137,2
154.215.3.239,2
45.159.57.43,2
150.242.38.69,2
103.158.37.190,2
103.134.147.170,2
23.226.57.17,2
156.234.0.2,2
156.224.80.238,2
154.207.55.58,2
154.221.3.177,2
38.150.93.130,2
156.234.0.50,2
20.46.235.164,4
103.158.37.163,2
103.134.144.247,2
103.199.101.162,2
103.199.100.101,2
103.135.144.237,2
154.221.2.221,2
103.199.101.229,2
103.199.101.181,2
150.242.38.194,2
154.212.135.51,2
23.226.176.172,2
103.134.144.153,2
154.215.3.36,2
188.212.133.95,2
150.242.36.19,2
103.134.144.86,2
103.134.144.105,2
23.235.176.162,2
103.100.68.25,2
103.134.145.117,2
103.135.146.230,2
103.185.158.145,2
103.94.134.4,2
52.146.93.209,4
156.224.80.8,2
23.226.54.42,2
150.242.37.95,2
45.159.56.68,2
103.158.36.216,2
154.215.3.9,2
154.221.2.202,2
156.224.80.27,2
150.242.39.83,2
23.248.217.155,2
156.224.80.75,2
103.134.146.196,2
42.113.211.242,2
154.215.3.246,2
154.207.55.76,2
103.199.100.206,2
103.199.100.187,2
103.158.36.189,2
45.159.58.139,2
103.185.158.126,2
103.134.144.17,2
168.76.123.120,2
103.199.100.254,2
103.135.144.7,2
150.242.37.220,2
103.231.86.44,2
103.134.144.142,2
188.212.133.197,2
45.159.58.112,2
103.100.68.130,2
103.100.68.111,2
103.135.146.0,2
154.215.2.61,2
103.158.37.170,2
23.235.165.187,2
103.100.68.178,2
100.29.192.87,4
150.242.36.121,2
154.215.2.34,2
103.137.78.241,2
154.221.3.227,2
23.235.176.180,2
154.221.3.52,2
23.226.176.67,2
154.221.3.100,2
154.221.3.33,2
150.242.37.108,2
103.134.147.42,2
103.134.147.32,2
45.159.57.165,2
103.199.100.24,2
156.234.0.145,2
103.185.158.212,2
103.185.159.151,2
103.185.158.231,2
150.242.36.246,2
150.242.39.101,2
103.137.78.214,2
154.215.3.16,2
45.159.57.75,2
23.226.57.212,2
45.159.57.138,2
103.135.144.25,2
103.231.85.69,2
154.215.3.86,2
103.158.36.196,2
168.76.123.222,2
103.134.147.167,2
43.135.145.117,6
103.231.86.146,2
103.137.78.11,2
154.221.2.58,2
154.221.2.77,2
154.221.2.253,2
154.221.2.125,2
150.242.39.133,2
45.159.58.119,2
23.235.165.205,2
154.215.3.59,2
103.134.144.248,2
143.137.189.190,2
103.134.146.57,2
103.134.146.68,2
103.185.159.237,2
103.185.158.1,2
8.137.124.200,36
188.212.133.92,2
150.242.36.16,2
103.137.77.239,2
150.242.37.126,2
103.185.158.49,2
156.224.80.170,2
103.185.158.177,2
45.159.56.191,2
154.215.2.41,2
130.195.219.178,29
103.134.147.50,2
45.159.57.161,2
103.199.101.94,2
45.159.57.228,2
103.134.146.193,2
156.234.0.247,2
45.159.56.100,2
103.137.78.221,2
45.159.57.180,2
164.90.169.151,8
45.159.56.164,2
154.215.2.112,2
23.226.54.237,2
198.145.226.168,24
103.134.144.18,2
177.46.127.248,6
154.221.2.23,2
154.221.3.102,2
154.221.3.83,2
103.137.77.36,2
45.159.57.145,2
103.231.85.171,2
23.226.57.230,2
168.76.123.117,2
150.242.38.159,2
154.221.3.150,2
154.215.2.85,2
103.231.86.41,2
154.215.3.66,2
103.134.145.94,2
103.185.159.74,2
103.137.77.9,2
150.242.39.151,2
103.158.37.202,2
103.185.159.7,2
103.134.145.82,2
38.150.93.216,2
103.185.159.26,2
104.248.52.153,50
45.159.56.253,2
38.150.93.189,2
154.212.135.137,2
23.226.54.7,4
103.134.146.75,2
156.234.0.17,2
45.159.56.186,2
103.199.100.119,2
103.137.77.246,2
103.134.145.219,2
45.159.56.205,2
167.99.135.85,8
49.51.253.26,6
117.203.100.64,4
98.16.229.10,2
89.117.101.213,17
40.80.200.216,4
165.154.51.221,4
43.248.108.21,2
123.245.84.160,4
121.29.178.249,2
101.204.82.255,3
111.162.155.36,3
172.56.69.151,20
198.145.226.194,10
34.214.90.165,7
115.55.131.194,63
15.235.189.155,4
15.235.189.148,3
117.210.157.107,4
73.235.239.50,2
147.185.132.199,3
124.156.179.141,5
94.156.149.29,2
117.220.40.235,10
20.65.138.21,4
43.139.179.250,7
67.205.132.97,5
185.230.5.220,49
117.207.31.35,7
59.91.82.128,3
12.216.111.82,19
34.124.238.164,2
49.51.183.220,5
135.237.127.94,6
143.198.180.77,2
37.120.222.160,6
147.182.200.94,2
,0
122.117.191.190,4
117.196.177.99,5
35.203.210.125,5
117.201.174.179,4
35.203.210.144,6
45.155.147.131,6
64.31.3.105,10
59.127.62.32,5
196.251.92.90,2
149.88.103.41,4
118.121.203.170,2
91.238.181.10,6
159.89.7.77,8
165.154.41.56,4
196.251.80.92,2624
101.36.106.89,2
117.241.195.93,2
35.203.210.47,7
149.88.25.204,3
183.239.58.25,18
192.252.220.7,49
183.107.45.108,12
13.86.113.214,2
141.98.11.220,12
64.31.20.13,2
104.131.6.29,8
161.35.60.130,4
175.213.147.169,6
117.68.74.141,85
35.240.40.166,3
43.166.131.228,6
192.119.164.168,8
165.232.39.62,2
104.250.175.96,2
125.47.53.225,4
192.228.136.71,7
116.110.40.247,12
15.181.21.105,4
68.183.9.16,16
164.92.244.132,6
64.66.216.246,5
91.233.0.7,9
117.203.31.235,6
143.244.44.144,2
170.106.193.108,6
20.121.139.167,4
117.68.74.147,2
43.130.139.177,6
84.239.31.8,3
147.185.133.33,5
103.82.92.209,430
89.116.154.140,4
205.169.39.45,5
44.220.188.86,19
135.237.126.245,5
51.38.12.22,2
8.215.59.18,60
40.124.173.235,4
98.47.166.250,2
47.237.115.77,9
176.227.243.49,13
194.187.179.3,2
194.187.179.121,4
194.187.179.4,4
135.237.126.83,4
43.135.142.37,5
,0
89.39.246.58,429
117.212.143.85,2
112.115.155.199,3
172.38.8.6,2
20.127.219.109,8
185.81.124.171,15
44.220.185.247,18
149.40.49.200,2
20.118.216.53,2
118.212.120.14,2
120.195.54.52,3
112.193.162.197,4
125.82.243.43,2
220.250.11.87,4
60.13.138.62,2
124.90.215.250,2
68.54.242.183,12
206.189.59.188,4
185.200.116.83,2
101.36.108.158,4
165.154.163.199,2
170.130.187.30,2
170.130.204.58,5
35.216.144.172,2
13.86.113.74,6
94.140.8.103,15
47.229.108.102,15
54.214.129.62,16
112.46.217.208,6
162.216.149.82,5
35.203.211.220,6
85.128.56.34,5
109.120.204.130,6
45.248.33.200,5
89.187.175.34,5
84.17.41.80,2
171.114.231.172,5
103.111.32.141,6
172.59.107.225,88
165.227.140.71,2
39.164.254.165,2
47.251.66.187,9
103.203.59.2,2
190.199.80.91,4
49.43.181.115,2
45.33.78.24,2
20.51.234.214,7
107.211.44.245,6
104.234.225.12,4
137.184.172.74,2
42.202.22.244,4
166.199.99.110,6
117.14.173.116,2
43.248.108.227,4
123.144.27.5,2
175.30.48.114,3
59.61.185.61,4
121.29.178.50,3
188.95.55.119,4
198.235.24.214,11
135.233.112.102,4
20.65.194.66,6
101.36.114.209,2
206.189.119.178,2
117.216.30.8,4
45.224.133.17,2
152.59.201.80,9
186.95.166.109,4
84.239.10.134,10
107.175.39.140,2
64.62.197.128,2
185.226.197.35,9
198.145.226.71,3
65.49.20.86,2
159.89.12.166,10
83.166.235.157,2
,0
196.251.83.125,6
203.83.11.212,2
206.217.139.203,2
180.241.44.154,2
36.77.39.229,33742
5.16.136.145,553
139.195.228.131,3
136.144.42.179,2
74.73.103.0,6
45.21.170.232,9
59.91.163.133,2
76.95.227.64,6
115.29.171.151,3
71.87.173.238,13
89.248.163.240,61
135.237.81.94,2
117.254.26.86,2
196.251.88.10,2
117.211.79.226,5
35.246.60.186,2
216.175.20.134,2
35.203.210.122,3
59.88.212.98,4
14.103.112.112,7
67.213.119.83,83
190.119.198.81,253
165.234.156.197,4
166.199.99.74,15
103.143.168.213,26
112.223.42.162,2
71.6.232.23,10
165.154.100.252,2
186.95.185.231,5
104.6.138.54,20
115.149.152.187,5
176.65.148.183,14
59.93.194.96,4
138.199.42.136,2
117.251.210.189,4
50.159.196.241,4
146.190.234.198,4
178.128.95.222,26
117.204.164.179,104
48.214.144.135,4
217.73.134.215,2
110.138.60.101,6
84.239.45.9,14
146.88.240.118,2
116.110.122.83,11
104.140.188.14,2
50.3.85.34,5
116.110.122.111,71
117.235.121.87,4
64.62.156.144,2
74.249.128.108,4
47.97.180.15,2
40.124.127.239,4
97.151.216.111,8
128.203.202.236,4
5.167.12.23,6
116.105.220.71,93
172.202.118.47,2
5.8.24.240,2
117.253.68.181,2
185.246.209.51,2
64.62.156.128,4
152.32.153.245,2
91.103.107.152,2
120.71.7.15,311
158.145.65.50,8
134.122.56.248,9
118.194.250.232,5
198.235.24.10,14
98.97.141.110,28
96.51.53.164,2
103.111.32.209,2
205.210.31.139,5
116.110.94.201,105
134.209.18.39,8
184.105.139.88,2
103.194.248.229,42
,0
95.215.232.181,5
104.131.126.183,8
165.154.221.175,6
20.65.194.36,5
176.104.5.202,2
175.176.84.60,6
20.168.6.15,4
183.160.194.198,4
125.82.243.56,2
122.96.28.66,3
119.51.114.163,3
112.112.182.165,4
123.245.84.95,3
211.139.7.7,4
111.224.220.229,4
112.193.170.38,3
59.52.103.11,3
61.167.255.233,4
117.212.66.131,2
146.88.240.175,4
103.175.172.47,2
50.50.242.76,4
185.40.48.98,6
13.89.124.219,11
117.198.9.211,2
40.124.174.248,4
218.205.64.41,5
20.62.193.105,6
20.65.194.161,6
38.132.109.106,2
64.227.182.224,9
146.88.240.143,4
117.207.254.122,2
46.44.32.104,6
35.203.210.172,5
73.136.83.18,6
120.56.139.184,4
64.225.107.60,2
159.65.193.87,2
20.115.90.214,5
130.195.219.186,2
4.150.191.6,4
1.2.158.63,2
101.126.14.37,2
172.56.151.62,12
220.167.104.23,5
124.91.184.15,1
123.14.117.238,19
103.245.237.29,2
89.248.163.122,4001
121.29.178.148,3
198.235.24.161,6
101.46.8.104,6
64.62.197.43,4
117.206.216.143,4
165.232.156.0,8
167.71.46.145,4
23.176.184.152,46
124.133.213.70,2
125.82.243.36,2
66.228.42.178,2
60.16.213.231,2
111.113.89.212,2
42.92.120.83,2
59.55.155.12,4
20.46.228.199,6
74.82.47.47,2
59.96.93.186,5
204.76.203.195,6
64.227.146.243,2
47.250.80.158,7
112.195.34.233,2
190.194.29.100,6
172.58.181.215,38
151.235.180.173,7
20.65.193.255,6
147.185.133.171,2
20.171.8.87,5
35.203.120.129,2
166.199.99.24,6
165.227.9.80,2
118.193.36.149,4
216.218.206.91,2
39.129.9.180,7
38.132.109.113,2
154.209.4.36,410
20.65.194.133,7
117.251.185.101,4
103.137.24.96,2
103.137.24.60,2
103.137.24.176,2
174.138.12.71,13
45.33.76.180,89
120.36.17.185,3
218.66.32.10,2
112.112.182.199,3
183.160.194.139,3
122.188.31.46,6
111.224.218.244,4
121.29.178.209,2
124.133.214.18,2
109.123.117.250,2
220.81.18.134,6
104.237.131.28,8
52.32.149.146,2
89.248.163.97,3709
35.197.253.68,2
71.17.3.161,4
173.239.240.243,567
192.42.116.213,3
196.190.224.55,2
47.236.248.96,19
64.40.156.113,16
117.222.61.52,7
165.232.67.158,8
,0
76.110.184.204,6
64.62.156.160,4
45.79.38.219,2
46.161.27.54,26
110.25.103.138,2
20.65.194.130,7
64.62.156.105,2
104.156.155.11,2958
88.160.87.210,4
43.163.104.54,5
185.18.59.89,2
34.105.40.66,2
,0
71.6.233.235,2
35.92.82.221,2
172.202.113.141,4
95.47.148.99,6
199.45.154.142,3
185.226.197.68,3
185.226.197.67,2
143.244.44.164,6
40.124.173.234,8
89.248.165.108,46
31.6.117.215,2
20.15.164.68,2
14.63.84.223,15
20.168.7.128,5
35.203.210.117,5
47.150.159.26,4
1.53.21.220,2
117.241.58.166,4
135.237.126.221,6
8.219.253.14,10
84.239.5.149,14
20.15.200.100,6
219.100.37.240,2
88.214.25.124,7
222.99.218.124,6
37.19.199.130,2
175.6.105.208,10
73.179.117.99,14
24.61.120.189,2
171.36.7.109,4
223.199.176.194,2
100.29.192.35,2
36.106.167.133,2
124.31.105.138,4
47.94.230.25,6
156.244.25.186,2
43.165.65.75,5
24.253.45.29,21
162.216.149.245,9
80.251.153.117,38
63.34.28.83,9
186.94.53.47,5
185.156.73.154,158
217.180.231.219,6
206.189.138.123,4
88.216.197.54,2
188.59.144.122,4
85.90.246.159,7
149.36.48.81,8
197.56.204.128,26
47.181.51.30,10
,0
172.202.105.96,5
44.220.188.47,13
47.237.116.254,11
20.65.193.78,6
199.45.155.94,4
161.35.21.81,39
107.174.26.183,3
52.188.191.193,5
59.126.211.67,6
99.237.114.57,6
207.154.195.196,45
,0
45.159.21.103,2
113.172.248.254,6
164.90.208.56,2
34.86.199.164,2
59.173.133.193,2
218.104.149.3,4
1.193.63.233,4
122.161.65.220,2
72.134.164.103,2
199.45.155.65,2
156.193.77.245,11
44.220.185.49,19
177.155.129.41,15
100.29.192.66,2
185.213.80.140,2
162.216.150.178,6
46.173.122.59,2
103.204.53.2,6
41.175.174.194,2
27.209.150.203,7
208.52.3.133,2
44.220.185.184,19
45.135.194.47,4
106.75.31.28,13
124.41.225.49,7
167.99.87.204,124
59.173.133.74,3
122.188.34.172,3
42.92.120.69,2
116.172.200.123,4
117.211.152.231,103
94.156.148.86,12
176.65.148.158,4
93.123.109.194,4
20.83.49.34,10
95.214.55.45,9
37.19.199.224,10
20.171.26.41,2
45.156.129.110,3
27.70.195.56,2
45.156.129.113,2
146.70.186.188,4
100.29.192.34,2
100.29.192.92,2
185.114.175.17,16
147.185.133.156,6
130.44.166.23,14
103.214.235.144,6
112.25.149.199,4
64.23.218.208,2
185.203.219.198,2
174.179.35.217,12
20.40.216.117,4
45.92.229.193,26
188.166.108.93,2
220.250.41.11,8
5.182.32.229,12
175.193.90.97,6
128.116.136.174,2
136.56.214.36,12
50.228.171.171,12
49.43.99.11,2
59.178.11.8,2
218.154.220.66,45
86.54.25.145,2
117.233.168.176,2
112.112.182.48,2
180.95.238.215,3
117.11.91.146,3
123.160.173.231,3
43.248.108.107,2
49.47.10.69,2
135.237.126.232,5
206.168.34.207,5
103.177.17.194,2
149.88.18.233,4
45.84.107.47,13
182.125.29.71,99
64.23.164.134,2
36.133.135.19,18
34.94.79.79,9
210.217.107.213,6
24.199.112.228,2
162.216.150.79,2
118.194.236.126,2
216.131.79.246,28
68.198.95.208,2
172.56.71.88,12
117.195.24.4,5
31.132.167.235,6
20.163.13.114,11
89.116.158.148,4
141.98.11.239,8
47.250.82.243,9
94.156.148.230,2
36.32.3.152,2
183.160.194.118,4
122.96.28.127,2
183.93.67.119,2
58.59.246.247,3
36.32.3.213,2
95.8.105.218,6
201.211.120.34,4
12.247.68.34,2
117.9.170.219,8
20.65.193.155,4
84.17.35.102,2
95.235.32.193,4
20.64.105.192,4
,0
35.202.243.11,2
156.193.95.210,8
103.151.43.59,8
194.180.49.76,2
173.27.34.144,6
37.19.196.85,30
20.65.194.176,6
107.182.231.202,2
76.112.160.94,6
170.0.222.175,196
,0
115.190.97.236,38
156.146.51.80,8
112.160.216.45,6
189.165.93.92,3
98.80.4.98,15
195.178.110.146,15
20.29.19.156,9
196.251.87.245,12
139.59.3.26,479
170.231.82.53,194
211.107.241.29,6
69.39.237.88,4
37.19.221.237,4
42.96.22.180,2
201.248.231.213,4
1.10.219.168,3
51.77.226.192,42
103.151.74.84,4
86.168.72.154,4
189.133.50.12,2
222.103.73.244,4
144.126.207.244,390
110.42.67.109,4
104.248.196.89,54
23.224.9.226,10
185.71.66.55,8
20.168.12.63,2
112.161.133.109,6
185.226.196.19,5
152.32.135.214,2
220.135.118.214,2
59.24.139.81,6
189.7.17.61,210
211.48.247.91,6
59.91.246.11,4
206.189.95.232,2
120.48.20.114,382
20.168.0.87,2
50.40.103.183,56
47.117.134.215,2
3.83.32.20,2
168.138.182.255,9
89.213.175.49,39
116.98.163.253,2
,0
24.217.34.74,14
180.188.46.112,2
103.243.25.96,2290
216.146.25.17,8
3.235.30.133,5
14.63.196.175,316
168.228.4.116,361
196.251.114.31,20
141.94.71.132,4
80.82.65.17,87
168.228.4.119,108
115.190.110.167,1570
156.146.46.135,4
171.120.30.243,3
111.224.219.84,2
1.24.16.187,4
121.29.178.245,2
60.13.7.88,2
123.139.42.22,3
45.87.174.178,2
59.95.69.196,5
112.167.32.217,6
113.31.103.179,348
107.77.207.83,4
67.218.241.106,2
201.243.57.178,4
46.184.21.3,8
207.167.67.198,8
54.37.30.157,3
185.247.137.180,4
18.188.151.76,5
175.149.68.45,2
45.156.128.126,4
112.74.57.225,23
3.17.207.60,5
123.28.154.253,7
45.156.128.47,2
20.64.105.148,14
178.130.47.65,100
178.130.47.17,96
178.130.47.45,97
178.130.47.33,104
178.130.47.27,112
41.216.188.145,4
